SGB_ID,Completeness,Contamination,Genome size (bp),Contig count,N50,GC,BioProject,Domain,Phylum,Class,Order,Family,Genus,Species,fastani_ani
SAMEA104315427__maxbin2_high_prob.011.contigs,79.73,0.5,1870373,143,20710,56.1,PRJEB22765,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-977,g__UBA11549,s__,
SAMEA104315424__metabat2_low_PE.038.contigs,77.99,0.13,1785607,185,13893,52.6,PRJEB22765,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-977,g__UBA2903,s__UBA2903 sp002349565,97.88
NHCFD04200__maxbin2_low_prob.004.contigs,99.06,0.0,4765833,123,74531,68.7,PRJNA417359,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium,s__,
LBJMI02800__metabat2_high_PE.016.contigs,93.24,1.17,4159249,967,5259,54.0,PRJNA417359,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ochrobactrum_A,s__Ochrobactrum_A pseudogrignonense,99.19
DGYFI06203__maxbin2_high_prob.029.contigs,89.01,0.0,952060,21,75919,45.6,PRJNA417359,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__Rs-D84,s__,
SAMEA104315437__metabat2_low_PE.010.contigs,51.6,0.0,493296,179,2908,46.7,PRJEB22765,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__Rs-D84,s__,
SAMEA3663010__metabat2_low_PE.026.contigs,89.01,0.0,847818,42,28578,45.5,PRJEB11755,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__Rs-D84,s__,
SAMEA3663077__metabat2_low_PE.009.contigs,80.22,2.3,840927,122,9246,43.9,PRJEB11755,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__Rs-D84,s__,
X430_Giraffe__maxbin2_low_prob.013.contigs,85.71,1.1,954989,51,37944,43.4,multi-species,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__Rs-D84,s__,
MHCFD02800__metabat2_low_PE.007.contigs,84.44,3.71,4176392,948,5355,67.3,PRJNA417359,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Aquabacterium,s__,
Lana_p2__metabat2_high_PE.010.contigs,96.25,1.25,1679549,79,31714,43.4,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__CAG-521,s__,
SAMEA104404103__maxbin2_low_prob.034.contigs,94.27,0.0,1568331,88,50474,50.1,PRJEB23642,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__CAG-521,s__,
Cam_p2__metabat2_low_PE.027.contigs,100.0,0.11,2028815,146,26146,49.4,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Parasutterella,s__Parasutterella sp000980495,99.11
Cebus_capucinus_imitator_PRJNA485217_SSR105__metabat2_low_PE.013.contigs,95.65,0.62,2591260,202,18878,62.6,PRJNA485217,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__,
DGYMR06203__metabat2_low_PE.049.contigs,79.26,1.88,1494059,412,4138,62.9,PRJNA417359,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__,
Escalade_p2__maxbin2_low_prob.018.contigs,97.52,0.72,2263904,87,50237,49.1,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__,
Faulkner_p2__maxbin2_high_prob.012.contigs,90.63,1.24,2145750,449,6570,62.3,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__Sutterella wadsworthensis_A,99.19
Magnolia_p2__metabat2_high_PE.017.contigs,76.15,1.24,1282422,107,17825,54.1,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__,
SAMEA104404100__maxbin2_low_prob.037.contigs,97.52,1.24,1934537,163,26495,57.6,PRJEB23642,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__,
SAMEA3663006__metabat2_high_PE.027.contigs,59.0,1.34,1177337,414,3008,34.4,PRJEB11755,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__,s__,
X84_Common_Chiffchaff__metabat2_high_PE.001.contigs,93.02,0.58,1763084,72,48842,36.9,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__,s__,
X36_Agile_Frog__metabat2_low_PE.001.contigs,93.02,0.78,1597303,30,74491,36.2,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Rickettsiella,s__,
X125_Common_Carp__maxbin2_low_prob.001.contigs,99.12,0.0,4170499,264,27243,60.1,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas veronii,97.63
X426_Ural_Owl__maxbin2_high_prob.003.contigs,90.49,0.0,3233480,164,35048,51.1,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Oceanisphaera,s__,
X241_Italian_wall_lizard__maxbin2_high_prob.002.contigs,73.08,1.99,2859678,696,4264,52.1,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter werkmanii,96.46
X95_Meadow_Viper__metabat2_low_PE.002.contigs,89.06,0.94,3738913,673,6514,52.4,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter freundii,98.83
MJGMD1__maxbin2_high_prob.001.contigs,99.37,0.04,4575340,150,59641,51.1,PRJNA476660,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia flexneri,97.98
X257_Eurasian_Woodcock__maxbin2_low_prob.002.contigs,93.29,1.06,4001670,461,11981,50.5,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia albertii,98.73
X103_Eurasian_Blackcap__maxbin2_high_prob.002.contigs,98.91,3.04,4997512,198,52029,55.4,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella_B,s__Klebsiella_B aerogenes,98.7
MJGMH2__maxbin2_low_prob.020.contigs,99.01,0.05,3679849,136,71081,51.4,PRJNA476660,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Morganella,s__Morganella morganii,99.15
SAMEA3387498__metabat2_low_PE.007.contigs,88.07,2.88,2943740,698,4803,52.5,PRJEB9357,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Plesiomonas,s__Plesiomonas shigelloides,97.48
X18_West_European_Hedgehog__maxbin2_low_prob.003.contigs,86.61,5.0,5448706,658,15742,39.9,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis_B,99.07
Cebus_capucinus_imitator_PRJNA485217_SSR046__maxbin2_high_prob.012.contigs,95.64,3.92,3889370,390,21129,51.2,PRJNA485217,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Tatumella,s__,
SAMEA104404098__metabat2_low_PE.002.contigs,95.2,2.54,1687946,162,19663,38.2,PRJEB23642,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__,s__,
R18__metabat2_low_PE.026.contigs,81.46,1.22,1771470,455,4570,42.4,PRJNA532626,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Actinobacillus_B,s__,
Cebus_capucinus_imitator_PRJNA485217_SSR105__maxbin2_low_prob.014.contigs,70.56,1.17,1229684,352,3945,45.0,PRJNA485217,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Aggregatibacter,s__,
R16__metabat2_high_PE.024.contigs,74.89,1.13,1536360,469,3541,44.3,PRJNA532626,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Basfia,s__,
SAMEA104404106__metabat2_high_PE.050.contigs,97.74,1.13,2271153,72,56797,35.8,PRJEB23642,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Histophilus,s__,
SAMEA5043655__metabat2_high_PE.003.contigs,92.61,2.07,3102293,715,5661,38.2,PRJEB29346,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Shewanella,s__,
SAMEA5043660__metabat2_high_PE.003.contigs,92.59,1.61,5184892,1016,6731,43.0,PRJEB29346,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Shewanella,s__,
Cebus_capucinus_imitator_PRJNA485217_SSR093__metabat2_low_PE.002.contigs,95.39,1.96,5319698,837,8012,47.0,PRJNA485217,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Anaerobiospirillum,s__,
Garnier_p2__metabat2_high_PE.037.contigs,99.12,0.0,3431709,176,35841,43.6,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Anaerobiospirillum,s__Anaerobiospirillum succiniciproducens,97.75
Magnolia_p2__maxbin2_low_prob.021.contigs,97.65,0.0,3241646,510,10489,39.6,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Anaerobiospirillum,s__,
Oklahoma_p2__metabat2_high_PE.034.contigs,97.06,0.0,3006316,228,20543,43.6,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Anaerobiospirillum,s__,
Reba_p2__metabat2_low_PE.017.contigs,98.24,0.59,2698635,131,31647,41.3,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Anaerobiospirillum,s__,
Reba_p2__metabat2_low_PE.042.contigs,96.57,0.0,2010148,330,7609,41.9,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Anaerobiospirillum_A,s__Anaerobiospirillum_A thomasii,98.98
Freddie_p2__metabat2_high_PE.038.contigs,97.5,0.0,1740380,185,12935,37.0,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Succinivibrio,s__,
Gold_p2__metabat2_low_PE.010.contigs,99.38,0.29,2397759,45,107672,36.7,PRJEB20308,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio sp000431835,95.86
SAMEA104315439__maxbin2_low_prob.028.contigs,80.56,0.59,1529126,219,11101,37.2,PRJEB22765,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Succinivibrio,s__,
SAMEA3663084__metabat2_high_PE.002.contigs,94.58,1.26,1942111,346,7621,35.8,PRJEB11755,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio sp003456415,98.1
SAMEA3663052__metabat2_high_PE.014.contigs,85.05,3.48,2591359,450,7934,56.7,PRJEB11755,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__UBA2810,s__UBA2810 sp002351705,96.62
SAMEA5043647__metabat2_low_PE.001.contigs,90.64,3.03,3874357,439,13885,39.1,PRJEB29346,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Aliivibrio,s__Aliivibrio salmonicida,98.83
SAMEA5043655__metabat2_low_PE.001.contigs,95.05,0.68,4187266,276,24621,39.7,PRJEB29346,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium phosphoreum,99.03
SAMEA5043691__maxbin2_low_prob.002.contigs,97.35,0.45,4482808,225,67505,39.7,PRJEB29346,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium iliopiscarium,99.11
X339_White_beaked_Dolphin__metabat2_high_PE.003.contigs,76.21,2.18,2971039,673,4847,40.9,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium damselae,97.75
SAMEA5043665__metabat2_low_PE.004.contigs,89.27,2.61,3742726,267,21889,50.1,PRJEB29346,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Endozoicomonadaceae,g__Parendozoicomonas,s__,
X133_Domestic_Goat__maxbin2_high_prob.002.contigs,93.17,1.03,2571550,309,12576,44.0,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter lwoffii_B,98.06
X328_Prussian_Carp__metabat2_low_PE.002.contigs,96.39,0.14,2788376,167,25487,42.3,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter johnsonii,97.05
X276_Barnacle_Goose__maxbin2_low_prob.002.contigs,92.92,1.21,3826832,353,18598,42.0,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__,
X44_Meadow_Viper__maxbin2_low_prob.001.contigs,97.3,2.42,6229759,364,28867,66.3,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,99.15
DSTFI04002__maxbin2_high_prob.004.contigs,74.05,1.98,5078775,1572,3576,59.7,PRJNA417359,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E lactis,95.69
X137_Gaur__metabat2_high_PE.003.contigs,92.06,0.73,2771053,126,33283,51.0,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,
R20__metabat2_low_PE.004.contigs,75.48,0.87,961449,80,16649,43.9,PRJNA532626,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA9339,f__UBA9339,g__UBA9339,s__,
X139_Sambar__maxbin2_low_prob.005.contigs,94.95,2.3,2907797,321,12277,67.2,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__,
X237_Red_shanked_Douc_Langur__metabat2_high_PE.002.contigs,94.4,0.85,3111661,286,15371,66.5,multi-species,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas ginsengisoli,97.41
Cebus_capucinus_imitator_PRJNA485217_SSR047__metabat2_high_PE.004.contigs,95.91,1.16,3914784,307,21111,61.2,PRJNA485217,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xylella,s__,
SAMEA104315426__metabat2_high_PE.006.contigs,73.09,2.07,1707251,596,3083,31.3,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Brachyspirae,o__Brachyspirales,f__Brachyspiraceae,g__Brachyspira,s__,
SAMEA104315424__maxbin2_high_prob.001.contigs,94.4,4.0,2618366,361,11060,36.7,PRJEB22765,d__Bacteria,p__Spirochaetota,c__GWE2-31-10,o__GWE2-31-10,f__GWE2-31-10,g__,s__,
SAMEA104315430__metabat2_low_PE.028.contigs,58.43,0.1,1707832,538,3512,38.5,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__,s__,
SAMEA104404103__metabat2_low_PE.027.contigs,94.32,1.14,1915443,237,11559,48.0,PRJEB23642,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__,s__,
X235_Pygmy_Slow_Loris__metabat2_low_PE.001.contigs,93.18,1.14,1856231,196,17359,37.8,multi-species,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__Spiro-01,s__,
SAMEA104315422__metabat2_low_PE.015.contigs,94.32,2.27,2157695,104,35729,35.4,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__UBA5920,s__,
SAMEA3663082__metabat2_low_PE.031.contigs,53.29,0.07,1437755,587,2430,40.1,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__UBA5920,s__,
SAMEA104315420__metabat2_high_PE.020.contigs,73.37,2.27,1784806,414,4963,48.1,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__UBA9732,s__UBA9732 sp001940825,97.35
X301_European_Hare__metabat2_high_PE.015.contigs,93.11,2.27,2340657,145,27271,43.6,multi-species,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__UBA9732,s__,
SAMEA104315433__metabat2_high_PE.016.contigs,89.77,0.0,1373848,110,19981,38.9,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__UBA9848,g__,s__,
R22__metabat2_high_PE.045.contigs,54.19,0.0,2127883,698,3290,44.9,PRJNA532626,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D sp002373205,96.69
R22__metabat2_low_PE.043.contigs,59.85,2.1,1885664,625,3189,43.0,PRJNA532626,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
R24__metabat2_low_PE.020.contigs,77.24,3.27,2688736,782,3774,36.9,PRJNA532626,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA104315427__metabat2_low_PE.018.contigs,99.65,0.35,2193440,224,18745,39.4,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D succinifaciens,98.83
SAMEA104315429__metabat2_high_PE.029.contigs,95.03,0.7,2097570,241,13200,41.6,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA104315430__metabat2_low_PE.026.contigs,96.5,0.74,3060892,147,35325,34.3,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA104315435__metabat2_high_PE.028.contigs,92.0,0.7,2680953,363,10518,36.6,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA104315436__metabat2_high_PE.011.contigs,93.65,0.7,2563631,297,12581,40.9,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA104315437__metabat2_low_PE.023.contigs,98.6,0.0,2566880,47,95357,30.6,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA104315438__metabat2_high_PE.016.contigs,80.7,1.17,1977565,450,5320,34.7,PRJEB22765,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663010__metabat2_high_PE.011.contigs,98.6,0.0,2795085,74,57302,39.0,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663010__metabat2_high_PE.013.contigs,87.41,0.92,1854173,340,7332,43.8,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D porcinum,97.22
SAMEA3663026__metabat2_high_PE.017.contigs,97.2,0.7,2884033,98,69794,34.5,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663036__metabat2_low_PE.004.contigs,78.4,0.47,1839537,472,4457,38.5,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663057__metabat2_low_PE.007.contigs,97.38,0.7,2371476,218,16166,35.9,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D sp002395155,96.7
SAMEA3663082__metabat2_low_PE.011.contigs,85.41,0.61,1622887,458,3981,34.9,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663085__metabat2_low_PE.011.contigs,97.2,0.23,2402723,108,43835,33.6,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663093__metabat2_low_PE.025.contigs,96.85,0.0,2173623,203,16845,39.9,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D berlinense,98.88
SAMEA3663112__metabat2_low_PE.006.contigs,99.3,0.0,2240878,80,49213,39.6,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663175__metabat2_low_PE.006.contigs,98.6,0.7,2315371,54,62265,36.0,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663208__metabat2_high_PE.016.contigs,98.6,0.7,2657522,98,72729,37.6,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663241__metabat2_high_PE.014.contigs,96.65,1.57,2532915,179,21991,42.7,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663271__maxbin2_low_prob.005.contigs,97.9,1.75,2300167,116,45957,36.1,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663293__metabat2_low_PE.021.contigs,79.89,2.37,1879947,460,5028,39.5,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
SAMEA3663296__metabat2_low_PE.018.contigs,99.3,0.0,2522028,74,62535,40.9,PRJEB11755,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
X136_Domestic_Pig__maxbin2_high_prob.007.contigs,96.85,0.0,2757083,159,29221,37.0,multi-species,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
X363_Desmarests_Spiny_Pocket_Mouse__maxbin2_low_prob.013.contigs,98.87,0.0,2573091,160,25712,46.3,multi-species,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
X363_Desmarests_Spiny_Pocket_Mouse__metabat2_high_PE.007.contigs,99.3,0.0,2886967,117,41156,41.9,multi-species,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
X394_Przewalski_horse__metabat2_high_PE.006.contigs,64.02,4.61,2132807,498,4685,33.1,multi-species,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,
R06__metabat2_low_PE.002.contigs,94.76,1.69,1165553,202,7247,46.1,PRJNA532626,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__,s__,
R07__metabat2_high_PE.033.contigs,93.5,2.77,1390121,247,7200,44.7,PRJNA532626,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__,s__,
DHCMC07803__metabat2_low_PE.027.contigs,100.0,0.0,2496023,25,145711,59.8,PRJNA417359,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__An23,s__,
MHCFR05601__metabat2_low_PE.003.contigs,100.0,1.85,2210741,177,17151,59.3,PRJNA417359,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__An23,s__,
R23__maxbin2_high_prob.006.contigs,72.13,1.35,1802873,370,6155,65.4,PRJNA532626,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__LD1-PB3,f__Lenti-01,g__,s__,
